station,fraction,species,raw_density,density_50cm3
st4,125-150,Islandiella norcrossi,0,0
st4,125-150,Islandiella sp.,0,0
st4,125-150,Labrospira crassimargo,1,0.7859503362562734
st4,125-150,Lagena striata,0,0
st4,125-150,Lagenammina atlantica,0,0
st4,125-150,Leptohalysis scottii ,1,0.7859503362562734
st4,125-150,Lotostomoides calomorpha,1,0.7859503362562734
st4,125-150,Melonis cf. barleeanus,13,10.217354371331554
st4,125-150,Miliolinella circularis,0,0
st4,125-150,Miliolinella sp.,0,0
st4,125-150,Miliolinella sp. (juvenile),0,0
st4,125-150,Nonion commune,0,0
st4,125-150,Nonion sp.,0,0
st4,125-150,Nonionella digitata,0,0
st4,125-150,Nonionella turgida,0,0
st4,125-150,Nonionellina labradorica,31,24.36446042394447
st4,125-150,Paratrochammina sp.,0,0
st4,125-150,Procerolagena gracilis,0,0
st4,125-150,Psammosphaera fusca,8,6.287602690050187
st4,125-150,Pullenia cf. osloensis,5,3.929751681281367
st4,125-150,Pyrgo williamsoni,1,0.7859503362562734
st4,125-150,Pyrulina cylindroides,0,0
st4,125-150,Pyrulina sp.,1,0.7859503362562734
st4,125-150,Quinqueloculina arctica,0,0
st4,125-150,Quinqueloculina seminula,1,0.7859503362562734
st4,125-150,Quinqueloculina stalkeri,3,2.35785100876882
st4,125-150,Recurvoides turbinatus,0,0
st4,125-150,Reophax catella,0,0
st4,125-150,Reophax fusiformis,19,14.933056388869193
st4,125-150,Reophax scorpiurus,0,0
st4,125-150,Reophax sp. ,0,0
st4,125-150,Robertina arctica,0,0
st4,125-150,Saccammina cf. sphaerica,0,0
st4,125-150,Silicosigmoilina groenlandica,0,0
st4,125-150,Siphonaperta agglutinata,2,1.5719006725125468
st4,125-150,Spiroplectammina biformis,33,25.936361096457023
st4,125-150,Stainforthia feylingi,0,0
st4,125-150,Stainforthia loeblichi,1,0.7859503362562734
st4,125-150,Textularia earlandi,37,29.080162441482116
st4,125-150,Textularia torquata,0,0
st4,125-150,Trifarina fluens,2,1.5719006725125468
st4,125-150,Triloculina oblonga,0,0
st4,125-150,Triloculina trihedra,0,0
st4,125-150,Trochammina inflata,0,0
st4,125-150,Trochammina sp.,0,0
st4,>150,Adercotryma glomeratum,20,15.719006725125467
st4,>150,Ammodiscus sp.,0,0
st4,>150,Ammonia sp.,0,0
st4,>150,Ammotium cassis,0,0
st4,>150,Astrononion gallowayi,14,11.003304707587827
st4,>150,Astrononion sp.,0,0
st4,>150,Baculogypsinoides sp.,0,0
st4,>150,Bolivina pseudopunctata,0,0
st4,>150,Buccella frigida,0,0
st4,>150,Buccella sp.,0,0
st4,>150,Capsammina bowmanni,0,0
st4,>150,Cassidulina neoteretis,0,0
st4,>150,Cassidulina reniforme,18,14.147106052612921
st4,>150,Cassidulina sp.,0,0
st4,>150,Cassidulina sp. morphotype 1,9,7.0735530263064605
st4,>150,Cassidulina sp. morphotype 2,27,21.22065907891938
st4,>150,Cibicidoides lobatulus,2,1.5719006725125468
st4,>150,Cornuspira foliacea,1,0.7859503362562734
st4,>150,Cornuspira involvens,4,3.1438013450250937
st4,>150,Cornuspira sp.,0,0
st4,>150,Cuneata arctica,1,0.7859503362562734
st4,>150,Dentalina ittai,1,0.7859503362562734
st4,>150,Discorbina sp.,0,0
st4,>150,Discorbinella bertheloti,0,0
st4,>150,Eggerella advena,0,0
st4,>150,Elphidium bartletti,0,0
st4,>150,Elphidium clavatum,3,2.35785100876882
st4,>150,Elphidium sp.,0,0
st4,>150,Epistominella exigua,1,0.7859503362562734
st4,>150,Eponides sp.,0,0
st4,>150,Fissurina sp.,3,2.35785100876882
st4,>150,Globobulimina auriculata,18,14.147106052612921
st4,>150,Globobulimina sp.,0,0
st4,>150,Globocassidulina sp.,0,0
st4,>150,Glomospira sp.,0,0
st4,>150,Haplophragmoides sp.,0,0
st4,>150,Hippocrepina sp. ,0,0
st4,>150,Hormosina globulifera,0,0
st4,>150,Hyalinonetrion sp.,0,0
st4,>150,Islandiella helenae,10,7.859503362562734
st4,>150,Islandiella norcrossi,3,2.35785100876882
st4,>150,Islandiella sp.,0,0
st4,>150,Labrospira crassimargo,63,49.51487118414522
st4,>150,Lagena striata,0,0
st4,>150,Lagenammina atlantica,18,14.147106052612921
st4,>150,Leptohalysis scottii ,0,0
st4,>150,Lotostomoides calomorpha,0,0
st4,>150,Melonis cf. barleeanus,0,0
st4,>150,Miliolinella circularis,0,0
st4,>150,Miliolinella sp.,11,8.645453698819008
st4,>150,Miliolinella sp. (juvenile),0,0
st4,>150,Nonion commune,0,0
st4,>150,Nonion sp.,0,0
st4,>150,Nonionella digitata,3,2.35785100876882
st4,>150,Nonionella turgida,0,0
st4,>150,Nonionellina labradorica,124,97.45784169577789
st4,>150,Paratrochammina sp.,0,0
st4,>150,Procerolagena gracilis,0,0
st4,>150,Psammosphaera fusca,6,4.71570201753764
st4,>150,Pullenia cf. osloensis,0,0
st4,>150,Pyrgo williamsoni,45,35.367765131532295
st4,>150,Pyrulina cylindroides,0,0
st4,>150,Pyrulina sp.,0,0
st4,>150,Quinqueloculina arctica,6,4.71570201753764
st4,>150,Quinqueloculina seminula,1,0.7859503362562734
st4,>150,Quinqueloculina stalkeri,0,0
st4,>150,Recurvoides turbinatus,1,0.7859503362562734
st4,>150,Reophax catella,0,0
st4,>150,Reophax fusiformis,40,31.438013450250935
st4,>150,Reophax scorpiurus,11,8.645453698819008
st4,>150,Reophax sp. ,0,0
st4,>150,Robertina arctica,0,0
st4,>150,Saccammina cf. sphaerica,0,0
st4,>150,Silicosigmoilina groenlandica,0,0
st4,>150,Siphonaperta agglutinata,6,4.71570201753764
st4,>150,Spiroplectammina biformis,0,0
st4,>150,Stainforthia feylingi,0,0
st4,>150,Stainforthia loeblichi,0,0
st4,>150,Textularia earlandi,0,0
st4,>150,Textularia torquata,0,0
st4,>150,Trifarina fluens,1,0.7859503362562734
st4,>150,Triloculina oblonga,0,0
st4,>150,Triloculina trihedra,0,0
st4,>150,Trochammina inflata,0,0
st4,>150,Trochammina sp.,0,0
st5,63-100,Adercotryma glomeratum,31,24.36446042394447
st5,63-100,Ammodiscus sp.,0,0
st5,63-100,Ammonia sp.,0,0
st5,63-100,Ammotium cassis,0,0
st5,63-100,Astrononion gallowayi,0,0
st5,63-100,Astrononion sp.,0,0
st5,63-100,Baculogypsinoides sp.,0,0
st5,63-100,Bolivina pseudopunctata,325,255.43385928328883
st5,63-100,Buccella frigida,0,0
st5,63-100,Buccella sp.,0,0
st5,63-100,Capsammina bowmanni,0,0
st5,63-100,Cassidulina neoteretis,0,0
st5,63-100,Cassidulina reniforme,40,31.438013450250935
st5,63-100,Cassidulina sp.,0,0
st5,63-100,Cassidulina sp. morphotype 1,0,0
st5,63-100,Cassidulina sp. morphotype 2,0,0
st5,63-100,Cibicidoides lobatulus,0,0
st5,63-100,Cornuspira foliacea,0,0
st5,63-100,Cornuspira involvens,3,2.35785100876882
st5,63-100,Cornuspira sp.,0,0
st5,63-100,Cuneata arctica,172,135.18345783607901
st5,63-100,Dentalina ittai,0,0
st5,63-100,Discorbina sp.,0,0
st5,63-100,Discorbinella bertheloti,0,0
st5,63-100,Eggerella advena,0,0
st5,63-100,Elphidium bartletti,0,0
st5,63-100,Elphidium clavatum,0,0
st5,63-100,Elphidium sp.,12,9.43140403507528
st5,63-100,Epistominella exigua,52,40.86941748532622
st5,63-100,Eponides sp.,0,0
st5,63-100,Fissurina sp.,27,21.22065907891938
st5,63-100,Globobulimina auriculata,0,0
st5,63-100,Globobulimina sp.,0,0
st5,63-100,Globocassidulina sp.,0,0
st5,63-100,Glomospira sp.,7,5.501652353793913
st5,63-100,Haplophragmoides sp.,0,0
st5,63-100,Hippocrepina sp. ,0,0
st5,63-100,Hormosina globulifera,0,0
st5,63-100,Hyalinonetrion sp.,0,0
st5,63-100,Islandiella helenae,4,3.1438013450250937
st5,63-100,Islandiella norcrossi,0,0
st5,63-100,Islandiella sp.,12,9.43140403507528
st5,63-100,Labrospira crassimargo,0,0
st5,63-100,Lagena striata,11,8.645453698819008
st5,63-100,Lagenammina atlantica,21,16.504957061381738
st5,63-100,Leptohalysis scottii ,37,29.080162441482116
st5,63-100,Lotostomoides calomorpha,55,43.227268494095036
st5,63-100,Melonis cf. barleeanus,112,88.02643766070261
st5,63-100,Miliolinella circularis,0,0
st5,63-100,Miliolinella sp.,3,2.35785100876882
st5,63-100,Miliolinella sp. (juvenile),44,34.58181479527603
st5,63-100,Nonion commune,0,0
st5,63-100,Nonion sp.,0,0
st5,63-100,Nonionella digitata,0,0
st5,63-100,Nonionella turgida,0,0
st5,63-100,Nonionellina labradorica,281,220.85204448801278
st5,63-100,Paratrochammina sp.,0,0
st5,63-100,Procerolagena gracilis,5,3.929751681281367
st5,63-100,Psammosphaera fusca,0,0
st5,63-100,Pullenia cf. osloensis,265,208.27683910791245
st5,63-100,Pyrgo williamsoni,4,3.1438013450250937
st5,63-100,Pyrulina cylindroides,3,2.35785100876882
st5,63-100,Pyrulina sp.,0,0
st5,63-100,Quinqueloculina arctica,0,0
st5,63-100,Quinqueloculina seminula,9,7.0735530263064605
st5,63-100,Quinqueloculina stalkeri,27,21.22065907891938
st5,63-100,Recurvoides turbinatus,0,0
st5,63-100,Reophax catella,53,41.65536782158249
st5,63-100,Reophax fusiformis,32,25.15041076020075
st5,63-100,Reophax scorpiurus,0,0
st5,63-100,Reophax sp. ,0,0
st5,63-100,Robertina arctica,0,0
st5,63-100,Saccammina cf. sphaerica,0,0
st5,63-100,Silicosigmoilina groenlandica,3,2.35785100876882
st5,63-100,Siphonaperta agglutinata,0,0
st5,63-100,Spiroplectammina biformis,167,131.25370615479767
st5,63-100,Stainforthia feylingi,501,393.76111846439295
st5,63-100,Stainforthia loeblichi,31,24.36446042394447
st5,63-100,Textularia earlandi,351,275.8685680259519
st5,63-100,Textularia torquata,3,2.35785100876882
st5,63-100,Trifarina fluens,0,0
st5,63-100,Triloculina oblonga,4,3.1438013450250937
st5,63-100,Triloculina trihedra,0,0
st5,63-100,Trochammina inflata,0,0
st5,63-100,Trochammina sp.,0,0
st5,100-125,Adercotryma glomeratum,6,4.71570201753764
st5,100-125,Ammodiscus sp.,0,0
st5,100-125,Ammonia sp.,0,0
st5,100-125,Ammotium cassis,0,0
st5,100-125,Astrononion gallowayi,0,0
st5,100-125,Astrononion sp.,1,0.7859503362562734
st5,100-125,Baculogypsinoides sp.,0,0
st5,100-125,Bolivina pseudopunctata,7,5.501652353793913
st5,100-125,Buccella frigida,0,0
st5,100-125,Buccella sp.,0,0
st5,100-125,Capsammina bowmanni,0,0
st5,100-125,Cassidulina neoteretis,0,0
st5,100-125,Cassidulina reniforme,15,11.7892550438441
st5,100-125,Cassidulina sp.,0,0
st5,100-125,Cassidulina sp. morphotype 1,0,0
st5,100-125,Cassidulina sp. morphotype 2,0,0
st5,100-125,Cibicidoides lobatulus,0,0
st5,100-125,Cornuspira foliacea,0,0
st5,100-125,Cornuspira involvens,2,1.5719006725125468
st5,100-125,Cornuspira sp.,0,0
st5,100-125,Cuneata arctica,4,3.1438013450250937
st5,100-125,Dentalina ittai,0,0
st5,100-125,Discorbina sp.,0,0
st5,100-125,Discorbinella bertheloti,0,0
st5,100-125,Eggerella advena,0,0
st5,100-125,Elphidium bartletti,0,0
st5,100-125,Elphidium clavatum,0,0
st5,100-125,Elphidium sp.,0,0
st5,100-125,Epistominella exigua,17,13.361155716356645
st5,100-125,Eponides sp.,0,0
st5,100-125,Fissurina sp.,0,0
st5,100-125,Globobulimina auriculata,0,0
st5,100-125,Globobulimina sp.,0,0
st5,100-125,Globocassidulina sp.,0,0
st5,100-125,Glomospira sp.,0,0
st5,100-125,Haplophragmoides sp.,1,0.7859503362562734
st5,100-125,Hippocrepina sp. ,0,0
st5,100-125,Hormosina globulifera,0,0
st5,100-125,Hyalinonetrion sp.,0,0
st5,100-125,Islandiella helenae,0,0
st5,100-125,Islandiella norcrossi,1,0.7859503362562734
st5,100-125,Islandiella sp.,0,0
st5,100-125,Labrospira crassimargo,0,0
st5,100-125,Lagena striata,0,0
st5,100-125,Lagenammina atlantica,3,2.35785100876882
st5,100-125,Leptohalysis scottii ,0,0
st5,100-125,Lotostomoides calomorpha,3,2.35785100876882
st5,100-125,Melonis cf. barleeanus,149,117.10660010218473
st5,100-125,Miliolinella circularis,0,0
st5,100-125,Miliolinella sp.,0,0
st5,100-125,Miliolinella sp. (juvenile),12,9.43140403507528
st5,100-125,Nonion commune,0,0
st5,100-125,Nonion sp.,0,0
st5,100-125,Nonionella digitata,0,0
st5,100-125,Nonionella turgida,0,0
st5,100-125,Nonionellina labradorica,98,77.02313295311478
st5,100-125,Paratrochammina sp.,0,0
st5,100-125,Procerolagena gracilis,4,3.1438013450250937
st5,100-125,Psammosphaera fusca,0,0
st5,100-125,Pullenia cf. osloensis,607,477.07185410755795
st5,100-125,Pyrgo williamsoni,98,77.02313295311478
st5,100-125,Pyrulina cylindroides,0,0
st5,100-125,Pyrulina sp.,0,0
st5,100-125,Quinqueloculina arctica,0,0
st5,100-125,Quinqueloculina seminula,20,15.719006725125467
st5,100-125,Quinqueloculina stalkeri,7,5.501652353793913
st5,100-125,Recurvoides turbinatus,2,1.5719006725125468
st5,100-125,Reophax catella,0,0
st5,100-125,Reophax fusiformis,11,8.645453698819008
st5,100-125,Reophax scorpiurus,0,0
st5,100-125,Reophax sp. ,0,0
st5,100-125,Robertina arctica,0,0
st5,100-125,Saccammina cf. sphaerica,0,0
st5,100-125,Silicosigmoilina groenlandica,3,2.35785100876882
st5,100-125,Siphonaperta agglutinata,1,0.7859503362562734
st5,100-125,Spiroplectammina biformis,37,29.080162441482116
st5,100-125,Stainforthia feylingi,2,1.5719006725125468
st5,100-125,Stainforthia loeblichi,2,1.5719006725125468
st5,100-125,Textularia earlandi,70,55.016523537939136
st5,100-125,Textularia torquata,0,0
st5,100-125,Trifarina fluens,0,0
st5,100-125,Triloculina oblonga,0,0
st5,100-125,Triloculina trihedra,0,0
st5,100-125,Trochammina inflata,6,4.71570201753764
st5,100-125,Trochammina sp.,0,0
st5,125-150,Adercotryma glomeratum,13,10.217354371331554
st5,125-150,Ammodiscus sp.,1,0.7859503362562734
st5,125-150,Ammonia sp.,0,0
st5,125-150,Ammotium cassis,0,0
st5,125-150,Astrononion gallowayi,5,3.929751681281367
st5,125-150,Astrononion sp.,0,0
st5,125-150,Baculogypsinoides sp.,0,0
st5,125-150,Bolivina pseudopunctata,1,0.7859503362562734
st5,125-150,Buccella frigida,0,0
st5,125-150,Buccella sp.,0,0
st5,125-150,Capsammina bowmanni,0,0
st5,125-150,Cassidulina neoteretis,0,0
st5,125-150,Cassidulina reniforme,19,14.933056388869193
st5,125-150,Cassidulina sp.,0,0
st5,125-150,Cassidulina sp. morphotype 1,0,0
st5,125-150,Cassidulina sp. morphotype 2,3,2.35785100876882
st5,125-150,Cibicidoides lobatulus,1,0.7859503362562734
st5,125-150,Cornuspira foliacea,0,0
st5,125-150,Cornuspira involvens,0,0
st5,125-150,Cornuspira sp.,0,0
st5,125-150,Cuneata arctica,0,0
st5,125-150,Dentalina ittai,0,0
st5,125-150,Discorbina sp.,0,0
st5,125-150,Discorbinella bertheloti,0,0
st5,125-150,Eggerella advena,0,0
st5,125-150,Elphidium bartletti,0,0
st5,125-150,Elphidium clavatum,1,0.7859503362562734
st5,125-150,Elphidium sp.,0,0
st5,125-150,Epistominella exigua,7,5.501652353793913
st5,125-150,Eponides sp.,0,0
st5,125-150,Fissurina sp.,0,0
st5,125-150,Globobulimina auriculata,0,0
st5,125-150,Globobulimina sp.,0,0
st5,125-150,Globocassidulina sp.,0,0
st5,125-150,Glomospira sp.,0,0
st5,125-150,Haplophragmoides sp.,2,1.5719006725125468
st5,125-150,Hippocrepina sp. ,0,0
st5,125-150,Hormosina globulifera,0,0
st5,125-150,Hyalinonetrion sp.,0,0
st5,125-150,Islandiella helenae,6,4.71570201753764
st5,125-150,Islandiella norcrossi,0,0
st5,125-150,Islandiella sp.,2,1.5719006725125468
st5,125-150,Labrospira crassimargo,1,0.7859503362562734
st5,125-150,Lagena striata,0,0
st5,125-150,Lagenammina atlantica,11,8.645453698819008
st5,125-150,Leptohalysis scottii ,2,1.5719006725125468
st5,125-150,Lotostomoides calomorpha,1,0.7859503362562734
st5,125-150,Melonis cf. barleeanus,36,28.294212105225842
st5,125-150,Miliolinella circularis,0,0
st5,125-150,Miliolinella sp.,0,0
st5,125-150,Miliolinella sp. (juvenile),0,0
st5,125-150,Nonion commune,0,0
st5,125-150,Nonion sp.,0,0
st5,125-150,Nonionella digitata,0,0
st5,125-150,Nonionella turgida,0,0
st5,125-150,Nonionellina labradorica,100,78.59503362562734
st5,125-150,Paratrochammina sp.,0,0
st5,125-150,Procerolagena gracilis,2,1.5719006725125468
st5,125-150,Psammosphaera fusca,2,1.5719006725125468
st5,125-150,Pullenia cf. osloensis,96,75.45123228060224
st5,125-150,Pyrgo williamsoni,21,16.504957061381738
st5,125-150,Pyrulina cylindroides,0,0
st5,125-150,Pyrulina sp.,0,0
st5,125-150,Quinqueloculina arctica,0,0
st5,125-150,Quinqueloculina seminula,24,18.86280807015056
st5,125-150,Quinqueloculina stalkeri,10,7.859503362562734
st5,125-150,Recurvoides turbinatus,7,5.501652353793913
st5,125-150,Reophax catella,0,0
st5,125-150,Reophax fusiformis,41,32.223963786507205
st5,125-150,Reophax scorpiurus,0,0
st5,125-150,Reophax sp. ,0,0
st5,125-150,Robertina arctica,0,0
st5,125-150,Saccammina cf. sphaerica,0,0
st5,125-150,Silicosigmoilina groenlandica,9,7.0735530263064605
st5,125-150,Siphonaperta agglutinata,17,13.361155716356645
st5,125-150,Spiroplectammina biformis,0,0
st5,125-150,Stainforthia feylingi,0,0
st5,125-150,Stainforthia loeblichi,15,11.7892550438441
st5,125-150,Textularia earlandi,9,7.0735530263064605
st5,125-150,Textularia torquata,0,0
st5,125-150,Trifarina fluens,1,0.7859503362562734
st5,125-150,Triloculina oblonga,0,0
st5,125-150,Triloculina trihedra,5,3.929751681281367
st5,125-150,Trochammina inflata,2,1.5719006725125468
st5,125-150,Trochammina sp.,1,0.7859503362562734
st5,>150,Adercotryma glomeratum,153,120.25040144720982
st5,>150,Ammodiscus sp.,1,0.7859503362562734
st5,>150,Ammonia sp.,0,0
st5,>150,Ammotium cassis,1,0.7859503362562734
st5,>150,Astrononion gallowayi,7,5.501652353793913
st5,>150,Astrononion sp.,0,0
st5,>150,Baculogypsinoides sp.,1,0.7859503362562734
st5,>150,Bolivina pseudopunctata,0,0
st5,>150,Buccella frigida,0,0
st5,>150,Buccella sp.,0,0
st5,>150,Capsammina bowmanni,0,0
st5,>150,Cassidulina neoteretis,7,5.501652353793913
st5,>150,Cassidulina reniforme,10,7.859503362562734
st5,>150,Cassidulina sp.,2,1.5719006725125468
st5,>150,Cassidulina sp. morphotype 1,22,17.290907397638016
st5,>150,Cassidulina sp. morphotype 2,91,71.52148059932088
st5,>150,Cibicidoides lobatulus,1,0.7859503362562734
st5,>150,Cornuspira foliacea,1,0.7859503362562734
st5,>150,Cornuspira involvens,1,0.7859503362562734
st5,>150,Cornuspira sp.,0,0
st5,>150,Cuneata arctica,1,0.7859503362562734
st5,>150,Dentalina ittai,0,0
st5,>150,Discorbina sp.,0,0
st5,>150,Discorbinella bertheloti,0,0
st5,>150,Eggerella advena,0,0
st5,>150,Elphidium bartletti,0,0
st5,>150,Elphidium clavatum,0,0
st5,>150,Elphidium sp.,0,0
st5,>150,Epistominella exigua,0,0
st5,>150,Eponides sp.,0,0
st5,>150,Fissurina sp.,1,0.7859503362562734
st5,>150,Globobulimina auriculata,22,17.290907397638016
st5,>150,Globobulimina sp.,0,0
st5,>150,Globocassidulina sp.,1,0.7859503362562734
st5,>150,Glomospira sp.,0,0
st5,>150,Haplophragmoides sp.,0,0
st5,>150,Hippocrepina sp. ,0,0
st5,>150,Hormosina globulifera,0,0
st5,>150,Hyalinonetrion sp.,0,0
st5,>150,Islandiella helenae,33,25.936361096457023
st5,>150,Islandiella norcrossi,27,21.22065907891938
st5,>150,Islandiella sp.,1,0.7859503362562734
st5,>150,Labrospira crassimargo,130,102.17354371331552
st5,>150,Lagena striata,0,0
st5,>150,Lagenammina atlantica,22,17.290907397638016
st5,>150,Leptohalysis scottii ,0,0
st5,>150,Lotostomoides calomorpha,0,0
st5,>150,Melonis cf. barleeanus,0,0
st5,>150,Miliolinella circularis,11,8.645453698819008
st5,>150,Miliolinella sp.,0,0
st5,>150,Miliolinella sp. (juvenile),0,0
st5,>150,Nonion commune,0,0
st5,>150,Nonion sp.,0,0
st5,>150,Nonionella digitata,0,0
st5,>150,Nonionella turgida,0,0
st5,>150,Nonionellina labradorica,391,307.3065814762029
st5,>150,Paratrochammina sp.,0,0
st5,>150,Procerolagena gracilis,0,0
st5,>150,Psammosphaera fusca,0,0
st5,>150,Pullenia cf. osloensis,0,0
st5,>150,Pyrgo williamsoni,50,39.29751681281367
st5,>150,Pyrulina cylindroides,0,0
st5,>150,Pyrulina sp.,0,0
st5,>150,Quinqueloculina arctica,15,11.7892550438441
st5,>150,Quinqueloculina seminula,108,84.88263631567752
st5,>150,Quinqueloculina stalkeri,3,2.35785100876882
st5,>150,Recurvoides turbinatus,33,25.936361096457023
st5,>150,Reophax catella,0,0
st5,>150,Reophax fusiformis,65,51.08677185665776
st5,>150,Reophax scorpiurus,1,0.7859503362562734
st5,>150,Reophax sp. ,0,0
st5,>150,Robertina arctica,2,1.5719006725125468
st5,>150,Saccammina cf. sphaerica,0,0
st5,>150,Silicosigmoilina groenlandica,12,9.43140403507528
st5,>150,Siphonaperta agglutinata,107,84.09668597942125
st5,>150,Spiroplectammina biformis,0,0
st5,>150,Stainforthia feylingi,0,0
st5,>150,Stainforthia loeblichi,1,0.7859503362562734
st5,>150,Textularia earlandi,0,0
st5,>150,Textularia torquata,0,0
st5,>150,Trifarina fluens,1,0.7859503362562734
st5,>150,Triloculina oblonga,0,0
st5,>150,Triloculina trihedra,5,3.929751681281367
st5,>150,Trochammina inflata,5,3.929751681281367
st5,>150,Trochammina sp.,3,2.35785100876882
st6,63-100,Adercotryma glomeratum,347,272.72476668092685
st6,63-100,Ammodiscus sp.,3,2.35785100876882
st6,63-100,Ammonia sp.,0,0
st6,63-100,Ammotium cassis,0,0
st6,63-100,Astrononion gallowayi,0,0
st6,63-100,Astrononion sp.,29,22.792559751431927
st6,63-100,Baculogypsinoides sp.,0,0
st6,63-100,Bolivina pseudopunctata,141,110.81899741213455
st6,63-100,Buccella frigida,0,0
st6,63-100,Buccella sp.,0,0
st6,63-100,Capsammina bowmanni,0,0
st6,63-100,Cassidulina neoteretis,0,0
st6,63-100,Cassidulina reniforme,72,56.588424210451684
st6,63-100,Cassidulina sp.,0,0
st6,63-100,Cassidulina sp. morphotype 1,0,0
st6,63-100,Cassidulina sp. morphotype 2,0,0
st6,63-100,Cibicidoides lobatulus,0,0
st6,63-100,Cornuspira foliacea,0,0
st6,63-100,Cornuspira involvens,11,8.645453698819008
st6,63-100,Cornuspira sp.,0,0
st6,63-100,Cuneata arctica,504,396.11896947316177
st6,63-100,Dentalina ittai,0,0
st6,63-100,Discorbina sp.,0,0
st6,63-100,Discorbinella bertheloti,0,0
st6,63-100,Eggerella advena,61,47.94297051163267
st6,63-100,Elphidium bartletti,0,0
st6,63-100,Elphidium clavatum,0,0
st6,63-100,Elphidium sp.,11,8.645453698819008
st6,63-100,Epistominella exigua,243,190.98593171027443
st6,63-100,Eponides sp.,0,0
st6,63-100,Fissurina sp.,19,14.933056388869193
st6,63-100,Globobulimina auriculata,0,0
st6,63-100,Globobulimina sp.,0,0
st6,63-100,Globocassidulina sp.,0,0
st6,63-100,Glomospira sp.,3,2.35785100876882
st6,63-100,Haplophragmoides sp.,3,2.35785100876882
st6,63-100,Hippocrepina sp. ,0,0
st6,63-100,Hormosina globulifera,0,0
st6,63-100,Hyalinonetrion sp.,0,0
st6,63-100,Islandiella helenae,3,2.35785100876882
st6,63-100,Islandiella norcrossi,0,0
st6,63-100,Islandiella sp.,40,31.438013450250935
st6,63-100,Labrospira crassimargo,0,0
st6,63-100,Lagena striata,0,0
st6,63-100,Lagenammina atlantica,91,71.52148059932088
st6,63-100,Leptohalysis scottii ,3,2.35785100876882
st6,63-100,Lotostomoides calomorpha,0,0
st6,63-100,Melonis cf. barleeanus,629,494.36276150519586
st6,63-100,Miliolinella circularis,0,0
st6,63-100,Miliolinella sp.,0,0
st6,63-100,Miliolinella sp. (juvenile),0,0
st6,63-100,Nonion commune,0,0
st6,63-100,Nonion sp.,0,0
st6,63-100,Nonionella digitata,0,0
st6,63-100,Nonionella turgida,0,0
st6,63-100,Nonionellina labradorica,16,12.575205380100375
st6,63-100,Paratrochammina sp.,3,2.35785100876882
st6,63-100,Procerolagena gracilis,3,2.35785100876882
st6,63-100,Psammosphaera fusca,0,0
st6,63-100,Pullenia cf. osloensis,416,326.95533988260974
st6,63-100,Pyrgo williamsoni,0,0
st6,63-100,Pyrulina cylindroides,0,0
st6,63-100,Pyrulina sp.,0,0
st6,63-100,Quinqueloculina arctica,0,0
st6,63-100,Quinqueloculina seminula,168,132.0396564910539
st6,63-100,Quinqueloculina stalkeri,123,96.67189135952162
st6,63-100,Recurvoides turbinatus,13,10.217354371331554
st6,63-100,Reophax catella,99,77.80908328937106
st6,63-100,Reophax fusiformis,8,6.287602690050187
st6,63-100,Reophax scorpiurus,0,0
st6,63-100,Reophax sp. ,0,0
st6,63-100,Robertina arctica,0,0
st6,63-100,Saccammina cf. sphaerica,0,0
st6,63-100,Silicosigmoilina groenlandica,0,0
st6,63-100,Siphonaperta agglutinata,0,0
st6,63-100,Spiroplectammina biformis,429,337.17269425394124
st6,63-100,Stainforthia feylingi,163,128.10990480977256
st6,63-100,Stainforthia loeblichi,27,21.22065907891938
st6,63-100,Textularia earlandi,445,349.74789963404163
st6,63-100,Textularia torquata,125,98.24379203203416
st6,63-100,Trifarina fluens,0,0
st6,63-100,Triloculina oblonga,0,0
st6,63-100,Triloculina trihedra,0,0
st6,63-100,Trochammina inflata,0,0
st6,63-100,Trochammina sp.,3,2.35785100876882
st6,100-125,Adercotryma glomeratum,137,107.67519606710945
st6,100-125,Ammodiscus sp.,8,6.287602690050187
st6,100-125,Ammonia sp.,0,0
st6,100-125,Ammotium cassis,0,0
st6,100-125,Astrononion gallowayi,0,0
st6,100-125,Astrononion sp.,7,5.501652353793913
st6,100-125,Baculogypsinoides sp.,0,0
st6,100-125,Bolivina pseudopunctata,8,6.287602690050187
st6,100-125,Buccella frigida,0,0
st6,100-125,Buccella sp.,0,0
st6,100-125,Capsammina bowmanni,0,0
st6,100-125,Cassidulina neoteretis,0,0
st6,100-125,Cassidulina reniforme,32,25.15041076020075
st6,100-125,Cassidulina sp.,0,0
st6,100-125,Cassidulina sp. morphotype 1,0,0
st6,100-125,Cassidulina sp. morphotype 2,1,0.7859503362562734
st6,100-125,Cibicidoides lobatulus,2,1.5719006725125468
st6,100-125,Cornuspira foliacea,0,0
st6,100-125,Cornuspira involvens,0,0
st6,100-125,Cornuspira sp.,0,0
st6,100-125,Cuneata arctica,23,18.076857733894286
st6,100-125,Dentalina ittai,0,0
st6,100-125,Discorbina sp.,0,0
st6,100-125,Discorbinella bertheloti,0,0
st6,100-125,Eggerella advena,10,7.859503362562734
st6,100-125,Elphidium bartletti,0,0
st6,100-125,Elphidium clavatum,0,0
st6,100-125,Elphidium sp.,2,1.5719006725125468
st6,100-125,Epistominella exigua,15,11.7892550438441
st6,100-125,Eponides sp.,0,0
st6,100-125,Fissurina sp.,0,0
st6,100-125,Globobulimina auriculata,0,0
st6,100-125,Globobulimina sp.,0,0
